,start,stop,utterance,duration_s,phone_rate,sample_id
5,33560,38680,form,0.32,3.125,DR1_ETB0_SI1148
0,2200,6558,women,0.272375,3.6714089031665904,DR1_ETB0_SI1778
1,6558,11655,didn't,0.3185625,3.1391014322150284,DR1_ETB0_SI1778
2,11655,17127,use,0.342,2.923976608187134,DR1_ETB0_SI1778
3,17754,22057,white,0.2689375,3.7183360446200324,DR1_ETB0_SI1778
4,22057,26600,face,0.2839375,3.5219018269865727,DR1_ETB0_SI1778
5,26600,32279,powder,0.3549375,2.8173974291248456,DR1_ETB0_SI1778
6,32279,43195,nowadays,0.68225,1.4657383657017222,DR1_ETB0_SI1778
7,43195,44991,he,0.11225,8.908685968819599,DR1_ETB0_SI1778
8,44991,54460,recalled,0.5918125,1.6897243637131694,DR1_ETB0_SI1778
0,2040,7895,higher,0.3659375,2.7327070879590094,DR1_ETB0_SI518
1,7895,14412,toll,0.4073125,2.4551173852999844,DR1_ETB0_SI518
2,14412,21430,rates,0.438625,2.279851809632374,DR1_ETB0_SI518
3,21430,28532,also,0.443875,2.2528865108420164,DR1_ETB0_SI518
4,28532,30040,are,0.09425,10.610079575596817,DR1_ETB0_SI518
5,30040,36840,helping,0.425,2.3529411764705883,DR1_ETB0_SI518
6,36840,42760,boost,0.37,2.7027027027027026,DR1_ETB0_SI518
7,42760,53880,revenues,0.695,1.4388489208633095,DR1_ETB0_SI518
0,2046,3400,the,0.084625,11.816838995568684,DR1_ETB0_SX158
1,3400,10393,drunkard,0.4370625,2.288002288002288,DR1_ETB0_SX158
2,10393,13080,is,0.1679375,5.95459620394492,DR1_ETB0_SX158
3,13080,14600,a,0.095,10.526315789473685,DR1_ETB0_SX158
4,14600,22308,social,0.48175,2.075765438505449,DR1_ETB0_SX158
5,22308,33720,outcast,0.71325,1.4020329477742726,DR1_ETB0_SX158
0,3160,8520,reading,0.335,2.9850746268656714,DR1_ETB0_SX248
1,8520,10680,in,0.135,7.4074074074074066,DR1_ETB0_SX248
2,10680,15540,poor,0.30375,3.2921810699588474,DR1_ETB0_SX248
3,15540,21347,light,0.3629375,2.755295333218529,DR1_ETB0_SX248
4,21347,26680,gives,0.3333125,3.0001875117194823,DR1_ETB0_SX248
5,26680,28574,you,0.118375,8.447729672650476,DR1_ETB0_SX248
6,29284,39240,eyestrain,0.62225,1.6070711128967459,DR1_ETB0_SX248
0,2120,3320,the,0.075,13.333333333333334,DR1_ETB0_SX338
1,3320,9023,dark,0.3564375,2.805540943363142,DR1_ETB0_SX338
2,9566,14872,murky,0.331625,3.015454202789295,DR1_ETB0_SX338
3,14872,23979,lagoon,0.5691875,1.756890304161634,DR1_ETB0_SX338
4,24814,30161,wound,0.3341875,2.9923321488685244,DR1_ETB0_SX338
5,30161,37240,around,0.4424375,2.2602062438197486,DR1_ETB0_SX338
6,37240,39640,for,0.15,6.666666666666667,DR1_ETB0_SX338
7,39640,49000,miles,0.585,1.7094017094017095,DR1_ETB0_SX338
0,2360,3640,a,0.08,12.5,DR1_ETB0_SX428
1,3640,10840,crab,0.45,2.2222222222222223,DR1_ETB0_SX428
2,10840,19718,challenged,0.554875,1.8022077044379365,DR1_ETB0_SX428
3,19718,24396,me,0.292375,3.420265070542967,DR1_ETB0_SX428
4,27154,28600,but,0.090375,11.065006915629322,DR1_ETB0_SX428
5,28600,30120,a,0.095,10.526315789473685,DR1_ETB0_SX428
6,30120,35417,quick,0.3310625,3.0205776854823485,DR1_ETB0_SX428
7,35417,41403,stab,0.374125,2.672903441363181,DR1_ETB0_SX428
8,41403,50680,vanquished,0.5798125,1.724695483453703,DR1_ETB0_SX428
9,50680,54120,him,0.215,4.651162790697675,DR1_ETB0_SX428
0,2172,10151,upgrade,0.4986875,2.0052638175209925,DR1_ETB0_SX68
1,10151,13702,your,0.2219375,4.505773021684033,DR1_ETB0_SX68
2,13702,20760,status,0.441125,2.266931141966563,DR1_ETB0_SX68
3,20760,22520,to,0.11,9.090909090909092,DR1_ETB0_SX68
4,22520,31160,reflect,0.54,1.8518518518518516,DR1_ETB0_SX68
5,31160,33002,your,0.115125,8.686210640608035,DR1_ETB0_SX68
6,33002,40647,wealth,0.4778125,2.092871157619359,DR1_ETB0_SX68
0,2360,5200,she,0.1775,5.633802816901409,DR1_JSP0_SA1
1,5200,9680,had,0.28,3.571428571428571,DR1_JSP0_SA1
2,9680,11077,your,0.0873125,11.45311381531854,DR1_JSP0_SA1
3,11077,16626,dark,0.3468125,2.883402414849522,DR1_JSP0_SA1
4,16626,22179,suit,0.3470625,2.881325409688457,DR1_JSP0_SA1
5,22179,24400,in,0.1388125,7.203962179198559,DR1_JSP0_SA1
6,24400,30161,greasy,0.3600625,2.777295608401319,DR1_JSP0_SA1
7,30161,36150,wash,0.3743125,2.6715645349807984,DR1_JSP0_SA1
8,36720,41839,water,0.3199375,3.125610470795077,DR1_JSP0_SA1
9,41839,44680,all,0.1775625,5.631819781766983,DR1_JSP0_SA1
10,44680,49066,year,0.274125,3.64797081623347,DR1_JSP0_SA1
0,2353,5080,don't,0.1704375,5.867253392005868,DR1_JSP0_SA2
1,5080,9920,ask,0.3025,3.3057851239669422,DR1_JSP0_SA2
2,9920,10960,me,0.065,15.384615384615383,DR1_JSP0_SA2
3,10960,12346,to,0.086625,11.544011544011545,DR1_JSP0_SA2
4,12346,18590,carry,0.39025,2.5624599615631007,DR1_JSP0_SA2
5,18590,20000,an,0.088125,11.347517730496454,DR1_JSP0_SA2
6,20000,24480,oily,0.28,3.571428571428571,DR1_JSP0_SA2
7,24480,30030,rag,0.346875,2.882882882882883,DR1_JSP0_SA2
8,30030,33640,like,0.225625,4.43213296398892,DR1_JSP0_SA2
9,33640,39160,that,0.345,2.8985507246376816,DR1_JSP0_SA2
0,4460,15164,conceivably,0.669,1.4947683109118086,DR1_JSP0_SI1434
1,15164,16810,the,0.102875,9.720534629404618,DR1_JSP0_SI1434
2,16810,25109,submarine,0.5186875,1.9279431256777926,DR1_JSP0_SI1434
3,25109,31000,defense,0.3681875,2.71600746902054,DR1_JSP0_SI1434
4,31000,38773,problem,0.4858125,2.058407307345941,DR1_JSP0_SI1434
5,38773,42265,can,0.21825,4.581901489117984,DR1_JSP0_SI1434
6,42265,43340,be,0.0671875,14.883720930232558,DR1_JSP0_SI1434
7,43340,48311,solved,0.3106875,3.2186682760008045,DR1_JSP0_SI1434
8,48311,50760,by,0.1530625,6.533278889342589,DR1_JSP0_SI1434
9,50760,57880,sufficient,0.445,2.247191011235955,DR1_JSP0_SI1434
10,57880,67880,forces,0.625,1.6,DR1_JSP0_SI1434
0,2170,6230,that's,0.25375,3.9408866995073897,DR1_JSP0_SI1763
1,6230,8360,your,0.133125,7.511737089201878,DR1_JSP0_SI1763
2,8360,16600,headache,0.515,1.941747572815534,DR1_JSP0_SI1763
0,2300,5040,this,0.17125,5.839416058394161,DR1_JSP0_SI804
1,5040,6780,is,0.10875,9.195402298850574,DR1_JSP0_SI804
2,6780,18360,particularly,0.72375,1.381692573402418,DR1_JSP0_SI804
3,18360,22224,true,0.2415,4.140786749482402,DR1_JSP0_SI804
4,22224,25060,in,0.17725,5.6417489421720735,DR1_JSP0_SI804
5,25060,28730,site,0.229375,4.359673024523161,DR1_JSP0_SI804
6,28730,37820,selection,0.568125,1.7601760176017602,DR1_JSP0_SI804
0,2300,3560,the,0.07875,12.698412698412698,DR1_JSP0_SX174
1,3560,9315,haunted,0.3596875,2.780191138140747,DR1_JSP0_SX174
2,9315,14940,house,0.3515625,2.8444444444444446,DR1_JSP0_SX174
3,15440,17760,was,0.145,6.8965517241379315,DR1_JSP0_SX174
4,17760,18680,a,0.0575,17.391304347826086,DR1_JSP0_SX174
5,18680,24200,hit,0.345,2.8985507246376816,DR1_JSP0_SX174
6,25400,26960,due,0.0975,10.256410256410255,DR1_JSP0_SX174
7,26960,28741,to,0.1113125,8.983717012914093,DR1_JSP0_SX174
8,28741,38346,outstanding,0.6003125,1.665799062988027,DR1_JSP0_SX174
9,38346,43960,audio,0.350875,2.8500178126113287,DR1_JSP0_SX174
10,43960,50691,visual,0.4206875,2.377061357896301,DR1_JSP0_SX174
11,50691,58940,effects,0.5155625,1.939629045944963,DR1_JSP0_SX174
0,2160,3530,we,0.085625,11.678832116788321,DR1_JSP0_SX264
1,3530,7969,saw,0.2774375,3.604415408875873,DR1_JSP0_SX264
2,8835,12410,eight,0.2234375,4.475524475524475,DR1_JSP0_SX264
3,12410,17461,tiny,0.3156875,3.1676895664224904,DR1_JSP0_SX264
4,18214,26550,icicles,0.521,1.9193857965451055,DR1_JSP0_SX264
5,26550,30788,below,0.264875,3.775365738555922,DR1_JSP0_SX264
6,30788,33545,our,0.1723125,5.803409503083061,DR1_JSP0_SX264
7,33545,41320,roof,0.4859375,2.057877813504823,DR1_JSP0_SX264
0,3480,4610,a,0.070625,14.15929203539823,DR1_JSP0_SX354
1,4610,9942,lawyer,0.33325,3.000750187546887,DR1_JSP0_SX354
2,9942,13360,was,0.213625,4.68110005851375,DR1_JSP0_SX354
3,13360,21210,appointed,0.490625,2.038216560509554,DR1_JSP0_SX354
4,21210,23519,to,0.1443125,6.929406669553919,DR1_JSP0_SX354
5,23519,31600,execute,0.5050625,1.9799529761168173,DR1_JSP0_SX354
6,31600,34381,her,0.1738125,5.753326141675656,DR1_JSP0_SX354
7,34381,39480,will,0.3186875,3.1378701706216905,DR1_JSP0_SX354
0,2315,3385,the,0.066875,14.953271028037383,DR1_JSP0_SX444
1,3385,11320,toddler,0.4959375,2.0163831127914307,DR1_JSP0_SX444
2,11320,15880,found,0.285,3.5087719298245617,DR1_JSP0_SX444
3,15880,16520,a,0.04,25.0,DR1_JSP0_SX444
4,16520,27080,clamshell,0.66,1.5151515151515151,DR1_JSP0_SX444
5,27080,30287,near,0.2004375,4.989086373557843,DR1_JSP0_SX444
6,30287,31640,the,0.0845625,11.825572801182558,DR1_JSP0_SX444
7,31640,36072,camp,0.277,3.6101083032490973,DR1_JSP0_SX444
8,36072,42401,site,0.3955625,2.5280455048190866,DR1_JSP0_SX444
0,2240,14253,cooperation,0.7508125,1.331890452010322,DR1_JSP0_SX84
1,14253,19759,along,0.344125,2.905920813657828,DR1_JSP0_SX84
2,19759,22190,with,0.1519375,6.58165364047717,DR1_JSP0_SX84
3,22190,33321,understanding,0.6956875,1.4374270056598688,DR1_JSP0_SX84
4,33321,42890,alleviate,0.5980625,1.6720660466088408,DR1_JSP0_SX84
5,42890,51128,dispute,0.514875,1.9422189851905804,DR1_JSP0_SX84
0,2372,6684,she,0.2695,3.7105751391465676,DR1_KFB0_SA1
1,6684,11446,had,0.297625,3.3599328013439735,DR1_KFB0_SA1
2,10760,12523,your,0.1101875,9.07543959160522,DR1_KFB0_SA1
3,12523,17638,dark,0.3196875,3.1280547409579667,DR1_KFB0_SA1
4,17638,23883,suit,0.3903125,2.5620496397117694,DR1_KFB0_SA1
5,23883,25659,in,0.111,9.00900900900901,DR1_KFB0_SA1
6,25659,32501,greasy,0.427625,2.3384975153463903,DR1_KFB0_SA1
7,32501,38506,wash,0.3753125,2.6644462947543714,DR1_KFB0_SA1
8,38506,43243,water,0.2960625,3.3776651889381464,DR1_KFB0_SA1
9,45167,48866,all,0.2311875,4.325493376588267,DR1_KFB0_SA1
10,48866,53954,year,0.318,3.144654088050314,DR1_KFB0_SA1
0,4570,8760,don't,0.261875,3.818615751789976,DR1_KFB0_SA2
1,8760,12783,ask,0.2514375,3.9771314939100177,DR1_KFB0_SA2
2,12783,15239,me,0.1535,6.514657980456026,DR1_KFB0_SA2
3,15239,16920,to,0.1050625,9.518143961927423,DR1_KFB0_SA2
4,16920,23101,carry,0.3863125,2.5885779000161784,DR1_KFB0_SA2
5,23101,24440,an,0.0836875,11.949215832710978,DR1_KFB0_SA2
6,24440,30851,oily,0.4006875,2.4957104975822806,DR1_KFB0_SA2
7,30851,37380,rag,0.4080625,2.4506049931076737,DR1_KFB0_SA2
8,37380,41340,like,0.2475,4.040404040404041,DR1_KFB0_SA2
9,41340,47640,that,0.39375,2.5396825396825395,DR1_KFB0_SA2
0,2810,6516,she,0.231625,4.317323259579061,DR1_KFB0_SI1608
1,6516,16920,smiled,0.65025,1.5378700499807767,DR1_KFB0_SI1608
2,16920,21073,and,0.2595625,3.8526366482061163,DR1_KFB0_SI1608
3,21073,26158,teeth,0.3178125,3.146509341199607,DR1_KFB0_SI1608
4,26158,33960,gleamed,0.487625,2.050756216354781,DR1_KFB0_SI1608
5,35824,38119,in,0.1434375,6.971677559912854,DR1_KFB0_SI1608
6,38119,40210,her,0.1306875,7.6518412242945955,DR1_KFB0_SI1608
7,40210,49774,beautifully,0.59775,1.6729401923881222,DR1_KFB0_SI1608
8,49774,57560,modeled,0.486625,2.0549704597996405,DR1_KFB0_SI1608
9,57560,64647,olive,0.4429375,2.2576548610131226,DR1_KFB0_SI1608
10,64647,72860,face,0.5133125,1.9481310118105444,DR1_KFB0_SI1608
0,2443,6706,his,0.2664375,3.7532254281022754,DR1_KFB0_SI2238
1,6706,13113,lips,0.4004375,2.497268612455127,DR1_KFB0_SI2238
2,13113,19870,felt,0.4223125,2.3679147550688175,DR1_KFB0_SI2238
3,19870,24630,glued,0.2975,3.361344537815126,DR1_KFB0_SI2238
4,24630,32040,together,0.463125,2.1592442645074224,DR1_KFB0_SI2238
0,2173,4354,for,0.1363125,7.336084364970197,DR1_KFB0_SI978
1,4354,12290,girls,0.496,2.0161290322580645,DR1_KFB0_SI978
2,12770,14099,the,0.0830625,12.039127163280662,DR1_KFB0_SI978
3,15298,27571,overprotection,0.7670625,1.3036747331540781,DR1_KFB0_SI978
4,27571,30450,is,0.1799375,5.5574852379298365,DR1_KFB0_SI978
5,30450,34760,far,0.269375,3.712296983758701,DR1_KFB0_SI978
6,34760,39159,more,0.2749375,3.6371902705160264,DR1_KFB0_SI978
7,39159,52973,pervasive,0.863375,1.1582452584334733,DR1_KFB0_SI978
0,1032,4418,who,0.211625,4.725339633786178,DR1_KFB0_SX168
1,4418,9072,took,0.290875,3.4379028792436612,DR1_KFB0_SX168
2,9072,10502,the,0.089375,11.18881118881119,DR1_KFB0_SX168
3,10502,19320,kayak,0.551125,1.8144704014515765,DR1_KFB0_SX168
4,19320,24197,down,0.3048125,3.280705351650605,DR1_KFB0_SX168
5,24197,25095,the,0.056125,17.817371937639198,DR1_KFB0_SX168
6,25095,33838,bayou,0.5464375,1.8300354569369781,DR1_KFB0_SX168
0,2360,3655,the,0.0809375,12.355212355212355,DR1_KFB0_SX258
1,4905,10921,essay,0.376,2.6595744680851063,DR1_KFB0_SX258
2,12031,25759,undeniably,0.858,1.1655011655011656,DR1_KFB0_SX258
3,25759,33780,reflects,0.5013125,1.9947637451689313,DR1_KFB0_SX258
4,33780,36152,our,0.14825,6.745362563237775,DR1_KFB0_SX258
5,36152,42509,view,0.3973125,2.516910492370615,DR1_KFB0_SX258
6,44543,51616,ably,0.4420625,2.2621235684999292,DR1_KFB0_SX258
0,2193,5639,i'll,0.215375,4.643064422518862,DR1_KFB0_SX348
1,5639,8790,have,0.1969375,5.077753094255792,DR1_KFB0_SX348
2,8790,9487,a,0.0435625,22.95552367288379,DR1_KFB0_SX348
3,9487,15720,scoop,0.3895625,2.566982191561046,DR1_KFB0_SX348
4,15720,17794,of,0.129625,7.714561234329798,DR1_KFB0_SX348
5,17794,21519,that,0.2328125,4.295302013422819,DR1_KFB0_SX348
6,21519,29360,exotic,0.4900625,2.04055605152404,DR1_KFB0_SX348
7,29360,36806,purple,0.465375,2.1488047273704005,DR1_KFB0_SX348
8,36806,39532,and,0.170375,5.86940572267058,DR1_KFB0_SX348
9,39532,47350,turquoise,0.488625,2.0465592223074958,DR1_KFB0_SX348
10,47350,56780,sherbet,0.589375,1.696712619300106,DR1_KFB0_SX348
0,3060,10200,shell,0.44625,2.2408963585434174,DR1_KFB0_SX438
1,10200,17210,shock,0.438125,2.282453637660485,DR1_KFB0_SX438
2,17210,21940,caused,0.295625,3.3826638477801265,DR1_KFB0_SX438
3,21940,26320,by,0.27375,3.6529680365296806,DR1_KFB0_SX438
4,26320,36093,shrapnel,0.6108125,1.637163614038678,DR1_KFB0_SX438
5,38221,41836,is,0.2259375,4.426002766251728,DR1_KFB0_SX438
6,41836,54250,sometimes,0.775875,1.288867407765426,DR1_KFB0_SX438
7,59540,64907,cured,0.3354375,2.9811812930873858,DR1_KFB0_SX438
8,64907,68120,through,0.2008125,4.979769685652038,DR1_KFB0_SX438
9,68120,74040,group,0.37,2.7027027027027026,DR1_KFB0_SX438
10,74040,80884,therapy,0.42775,2.33781414377557,DR1_KFB0_SX438
0,2190,9566,doctors,0.461,2.1691973969631237,DR1_KFB0_SX78
1,9566,19460,prescribe,0.618375,1.6171417020416414,DR1_KFB0_SX78
2,19460,25040,drugs,0.34875,2.867383512544803,DR1_KFB0_SX78
3,25040,27825,too,0.1740625,5.745062836624776,DR1_KFB0_SX78
4,27825,35946,freely,0.5075625,1.9702007141977589,DR1_KFB0_SX78
0,2360,7021,she,0.2913125,3.432739755417293,DR1_MEM0_SA1
1,7021,11462,had,0.2775625,3.6027921639270435,DR1_MEM0_SA1
2,11462,13640,your,0.136125,7.3461891643709825,DR1_MEM0_SA1
3,13640,20720,dark,0.4425,2.2598870056497176,DR1_MEM0_SA1
4,20720,28490,suit,0.485625,2.0592020592020592,DR1_MEM0_SA1
5,28490,31450,in,0.185,5.405405405405405,DR1_MEM0_SA1
6,31450,40128,greasy,0.542375,1.8437427978796956,DR1_MEM0_SA1
7,41734,47306,wash,0.34825,2.8715003589375447,DR1_MEM0_SA1
8,48476,53010,water,0.283375,3.5288928098809,DR1_MEM0_SA1
9,54324,58032,all,0.23175,4.314994606256742,DR1_MEM0_SA1
10,58032,63222,year,0.324375,3.082851637764932,DR1_MEM0_SA1
0,2715,6725,don't,0.250625,3.9900249376558605,DR1_MEM0_SA2
1,6725,13158,ask,0.4020625,2.487175501321312,DR1_MEM0_SA2
2,13158,15746,me,0.16175,6.182380216383307,DR1_MEM0_SA2
3,15746,17619,to,0.1170625,8.542445274959958,DR1_MEM0_SA2
4,17619,23979,carry,0.3975,2.5157232704402515,DR1_MEM0_SA2
5,23979,25775,an,0.11225,8.908685968819599,DR1_MEM0_SA2
6,25775,31426,oily,0.3531875,2.8313572818970094,DR1_MEM0_SA2
7,31426,37840,rag,0.400875,2.4945431867789214,DR1_MEM0_SA2
8,37840,41957,like,0.2573125,3.886324993927617,DR1_MEM0_SA2
9,41957,46440,that,0.2801875,3.569038590229757,DR1_MEM0_SA2
0,2000,6400,as,0.275,3.6363636363636362,DR1_MEM0_SI1377
1,6400,12000,these,0.35,2.857142857142857,DR1_MEM0_SI1377
2,12490,22389,maladies,0.6186875,1.6163248813011417,DR1_MEM0_SI1377
3,22389,32075,overlap,0.605375,1.651868676440223,DR1_MEM0_SI1377
4,36070,40679,so,0.2880625,3.4714688652636148,DR1_MEM0_SI1377
5,40679,47068,must,0.3993125,2.504304272969166,DR1_MEM0_SI1377
6,47068,49496,the,0.15175,6.589785831960461,DR1_MEM0_SI1377
7,49496,57099,cure,0.4751875,2.104432460870709,DR1_MEM0_SI1377
0,3740,5932,to,0.137,7.2992700729927,DR1_MEM0_SI2007
1,5932,10220,his,0.268,3.731343283582089,DR1_MEM0_SI2007
2,10220,22440,puzzlement,0.76375,1.3093289689034369,DR1_MEM0_SI2007
3,26610,28610,there,0.125,8.0,DR1_MEM0_SI2007
4,28610,37194,suddenly,0.5365,1.8639328984156571,DR1_MEM0_SI2007
5,37194,41020,was,0.239125,4.181913225300575,DR1_MEM0_SI2007
6,41442,44441,no,0.1874375,5.3351117039013,DR1_MEM0_SI2007
7,44441,54378,haze,0.6210625,1.6101439066116534,DR1_MEM0_SI2007
0,2000,7276,add,0.32975,3.0326004548900682,DR1_MEM0_SI747
1,7276,14520,remaining,0.45275,2.2087244616234125,DR1_MEM0_SI747
2,14520,27790,ingredients,0.829375,1.2057272042200453,DR1_MEM0_SI747
3,29640,31400,and,0.11,9.090909090909092,DR1_MEM0_SI747
4,31400,35280,bring,0.2425,4.123711340206186,DR1_MEM0_SI747
5,35280,38012,to,0.17075,5.856515373352854,DR1_MEM0_SI747
6,38012,38685,a,0.0420625,23.7741456166419,DR1_MEM0_SI747
7,38685,44699,boil,0.375875,2.660458929165281,DR1_MEM0_SI747
0,2220,2909,the,0.0430625,23.222060957910017,DR1_MEM0_SX117
1,2909,11800,mango,0.5556875,1.799572601507142,DR1_MEM0_SX117
2,14760,16726,and,0.122875,8.138351983723297,DR1_MEM0_SX117
3,16726,17462,the,0.046,21.73913043478261,DR1_MEM0_SX117
4,17462,27028,papaya,0.597875,1.67259042441982,DR1_MEM0_SX117
5,30920,33831,are,0.1819375,5.496392992098935,DR1_MEM0_SX117
6,33831,36760,in,0.1830625,5.4626152270399455,DR1_MEM0_SX117
7,36760,37430,a,0.041875,23.88059701492537,DR1_MEM0_SX117
8,37430,43240,bowl,0.363125,2.753872633390706,DR1_MEM0_SX117
0,2350,3472,do,0.070125,14.2602495543672,DR1_MEM0_SX207
1,3472,7313,you,0.2400625,4.165581879718823,DR1_MEM0_SX207
2,7313,11154,hear,0.2400625,4.165581879718823,DR1_MEM0_SX207
3,11154,13242,the,0.1305,7.662835249042145,DR1_MEM0_SX207
4,13242,18590,sleigh,0.33425,2.9917726252804786,DR1_MEM0_SX207
5,18590,25762,bells,0.44825,2.230897936419409,DR1_MEM0_SX207
6,25762,31419,ringing,0.3535625,2.828354251369984,DR1_MEM0_SX207
0,2160,6760,rock,0.2875,3.4782608695652177,DR1_MEM0_SX297
1,6760,8870,and,0.131875,7.5829383886255926,DR1_MEM0_SX297
2,8870,12855,roll,0.2490625,4.015056461731493,DR1_MEM0_SX297
3,12855,22000,music,0.5715625,1.7495899398578458,DR1_MEM0_SX297
4,22000,26780,has,0.29875,3.3472803347280333,DR1_MEM0_SX297
5,26780,27400,a,0.03875,25.806451612903228,DR1_MEM0_SX297
6,27400,34520,great,0.445,2.247191011235955,DR1_MEM0_SX297
7,35760,39999,rhythm,0.2649375,3.77447511205473,DR1_MEM0_SX297
0,3520,6051,an,0.1581875,6.321612011062821,DR1_MEM0_SX333
1,6051,13840,adult,0.4868125,2.0541789703427913,DR1_MEM0_SX333
2,15009,20219,male,0.325625,3.071017274472169,DR1_MEM0_SX333
3,21919,31910,baboon's,0.6244375,1.6014412971674508,DR1_MEM0_SX333
4,31910,39560,teeth,0.478125,2.0915032679738563,DR1_MEM0_SX333
5,40427,42527,are,0.13125,7.619047619047619,DR1_MEM0_SX333
6,42527,47760,not,0.3270625,3.057519587234856,DR1_MEM0_SX333
7,48773,57046,suitable,0.5170625,1.9340021757524477,DR1_MEM0_SX333
8,57046,62240,for,0.324625,3.0804774740084713,DR1_MEM0_SX333
9,62240,66236,eating,0.24975,4.004004004004004,DR1_MEM0_SX333
10,66236,79744,shellfish,0.84425,1.184483269173823,DR1_MEM0_SX333
0,2240,3283,the,0.0651875,15.340364333652925,DR1_MEM0_SX387
1,3283,12654,giant,0.5856875,1.7073951552662467,DR1_MEM0_SX387
2,14240,23410,redwoods,0.573125,1.7448200654307524,DR1_MEM0_SX387
3,25060,33056,shimmered,0.49975,2.0010005002501248,DR1_MEM0_SX387
4,35873,38692,in,0.1761875,5.675771550195105,DR1_MEM0_SX387
5,38692,39436,the,0.0465,21.50537634408602,DR1_MEM0_SX387
6,39436,49274,glistening,0.614875,1.6263468184590366,DR1_MEM0_SX387
7,49274,56480,sun,0.450375,2.220371912295309,DR1_MEM0_SX387
0,2280,5240,she,0.185,5.405405405405405,DR1_SAH0_SA1
1,5240,9640,had,0.275,3.6363636363636362,DR1_SAH0_SA1
2,9640,11960,your,0.145,6.8965517241379315,DR1_SAH0_SA1
3,11960,17520,dark,0.3475,2.877697841726619,DR1_SAH0_SA1
4,17520,23880,suit,0.3975,2.5157232704402515,DR1_SAH0_SA1
5,27736,29451,in,0.1071875,9.32944606413994,DR1_SAH0_SA1
6,29451,36600,greasy,0.4468125,2.238075255280459,DR1_SAH0_SA1
7,36600,42280,wash,0.355,2.8169014084507045,DR1_SAH0_SA1
8,42280,47206,water,0.307875,3.2480714575720664,DR1_SAH0_SA1
9,47791,50464,all,0.1670625,5.985783763561542,DR1_SAH0_SA1
10,50464,55720,year,0.3285,3.0441400304414,DR1_SAH0_SA1
0,1960,4804,don't,0.17775,5.625879043600563,DR1_SAH0_SA2
1,4804,9040,ask,0.26475,3.7771482530689333,DR1_SAH0_SA2
2,9640,11160,me,0.095,10.526315789473685,DR1_SAH0_SA2
3,11160,12520,to,0.085,11.76470588235294,DR1_SAH0_SA2
4,12520,19174,carry,0.415875,2.4045686804929365,DR1_SAH0_SA2
5,19174,20344,an,0.073125,13.675213675213676,DR1_SAH0_SA2
6,20344,25984,oily,0.3525,2.8368794326241136,DR1_SAH0_SA2
7,25984,31320,rag,0.3335,2.998500749625187,DR1_SAH0_SA2
8,31320,35080,like,0.235,4.25531914893617,DR1_SAH0_SA2
9,35080,41880,that,0.425,2.3529411764705883,DR1_SAH0_SA2
0,2200,3400,the,0.075,13.333333333333334,DR1_SAH0_SI1244
1,3400,10680,sculptor,0.455,2.1978021978021975,DR1_SAH0_SI1244
2,10680,15160,looked,0.28,3.571428571428571,DR1_SAH0_SI1244
3,15160,17086,at,0.120375,8.307372793354102,DR1_SAH0_SI1244
4,17086,21573,him,0.2804375,3.5658569199910852,DR1_SAH0_SI1244
5,25480,33671,bugeyed,0.5119375,1.953363447686485,DR1_SAH0_SI1244
6,33671,37160,and,0.2180625,4.585841215247922,DR1_SAH0_SI1244
7,37160,46120,amazed,0.56,1.7857142857142856,DR1_SAH0_SI1244
8,48360,54040,angry,0.355,2.8169014084507045,DR1_SAH0_SI1244
0,6280,7800,he,0.095,10.526315789473685,DR1_SAH0_SI1874
1,7800,12040,might,0.265,3.773584905660377,DR1_SAH0_SI1874
2,12040,17546,say,0.344125,2.905920813657828,DR1_SAH0_SI1874
3,18875,19960,or,0.0678125,14.746543778801843,DR1_SAH0_SI1874
4,19960,23160,do,0.2,5.0,DR1_SAH0_SI1874
5,23160,29640,something,0.405,2.4691358024691357,DR1_SAH0_SI1874
6,29640,39640,foolish,0.625,1.6,DR1_SAH0_SI1874
0,7880,10920,this,0.19,5.2631578947368425,DR1_SAH0_SI614
1,10920,15280,big,0.2725,3.6697247706422016,DR1_SAH0_SI614
2,15280,24120,flexible,0.5525,1.8099547511312217,DR1_SAH0_SI614
3,24120,30760,voice,0.415,2.4096385542168677,DR1_SAH0_SI614
4,30760,33560,with,0.175,5.714285714285714,DR1_SAH0_SI614
5,33560,42151,uncommon,0.5369375,1.8624141543475732,DR1_SAH0_SI614
6,42151,47559,range,0.338,2.9585798816568047,DR1_SAH0_SI614
7,47559,50680,has,0.1950625,5.12656199935918,DR1_SAH0_SI614
8,50680,53480,been,0.175,5.714285714285714,DR1_SAH0_SI614
9,53480,62440,superbly,0.56,1.7857142857142856,DR1_SAH0_SI614
10,62440,73000,disciplined,0.66,1.5151515151515151,DR1_SAH0_SI614
0,3000,14078,curiosity,0.692375,1.4443040259974727,DR1_SAH0_SX164
1,14078,14680,and,0.037625,26.578073089700997,DR1_SAH0_SX164
2,14680,26600,mediocrity,0.745,1.342281879194631,DR1_SAH0_SX164
3,26600,32520,seldom,0.37,2.7027027027027026,DR1_SAH0_SX164
4,32520,45000,coexist,0.78,1.282051282051282,DR1_SAH0_SX164
0,8887,12197,al,0.206875,4.833836858006042,DR1_SAH0_SX327
